30,1500,510000
31,1500,495000
32,1500,482000
33,1500,469000
34,1500,457000
35,1500,445000
36,1500,434000
37,1500,424000
38,1500,414000
39,1500,404000
40,1500,395000
41,1500,387000
42,1500,379000
43,1500,371000
44,1500,363000
45,1500,356000
46,1500,349000
47,1500,342000
48,1500,336000
49,1500,330000
50,1500,324000
51,1500,318000
52,1500,313000
53,1500,307000
54,1500,302000
55,1500,297000
56,1500,293000
57,1500,288000
58,1500,284000
59,1500,279000
60,1500,275000
61,1500,271000
62,1500,267000
63,1500,264000
64,1500,260000
65,1500,256000
66,1500,253000
67,1500,250000
68,1500,246000
69,1500,243000
70,1500,240000
71,1500,237000
72,1500,234000
73,1500,232000
74,1500,229000
75,1500,226000
76,1500,224000
77,1500,221000
78,1500,218800
79,1500,216500
80,1500,214200
81,1500,211900
82,1500,209700
83,1500,207600
84,1500,205500
85,1500,203500
30,1609,551000
31,1609,535000
32,1609,521000
33,1609,507000
34,1609,494000
35,1609,481000
36,1609,469000
37,1609,458000
38,1609,447000
39,1609,437000
40,1609,427000
41,1609,418000
42,1609,409000
43,1609,401000
44,1609,392000
45,1609,385000
46,1609,377000
47,1609,370000
48,1609,363000
49,1609,356000
50,1609,350000
51,1609,344000
52,1609,338000
53,1609,332000
54,1609,327000
55,1609,321000
56,1609,316000
57,1609,311000
58,1609,306000
59,1609,302000
60,1609,297000
61,1609,293000
62,1609,289000
63,1609,285000
64,1609,281000
65,1609,277000
66,1609,273000
67,1609,270000
68,1609,266000
69,1609,263000
70,1609,259000
71,1609,256000
72,1609,253000
73,1609,250000
74,1609,247000
75,1609,244000
76,1609,242000
77,1609,238000
78,1609,236200
79,1609,233700
80,1609,231200
81,1609,228700
82,1609,226400
83,1609,224000
84,1609,221800
85,1609,219600
30,3000,1076000
31,3000,1047000
32,3000,1019000
33,3000,993000
34,3000,969000
35,3000,945000
36,3000,923000
37,3000,901000
38,3000,881000
39,3000,861000
40,3000,843000
41,3000,825000
42,3000,808000
43,3000,791000
44,3000,775000
45,3000,760000
46,3000,746000
47,3000,732000
48,3000,718000
49,3000,705000
50,3000,693000
51,3000,681000
52,3000,669000
53,3000,658000
54,3000,647000
55,3000,637000
56,3000,627000
57,3000,617000
58,3000,608000
59,3000,598000
60,3000,590000
61,3000,581000
62,3000,573000
63,3000,565000
64,3000,557000
65,3000,549000
66,3000,542000
67,3000,535000
68,3000,528000
69,3000,521000
70,3000,514000
71,3000,508000
72,3000,502000
73,3000,496000
74,3000,490000
75,3000,484000
76,3000,478000
77,3000,473000
78,3000,468000
79,3000,463000
80,3000,457500
81,3000,452500
82,3000,447700
83,3000,443000
84,3000,438500
85,3000,434000
30,3218,1159000
31,3218,1128000
32,3218,1098000
33,3218,1070000
34,3218,1044000
35,3218,1018000
36,3218,994000
37,3218,971000
38,3218,949000
39,3218,929000
40,3218,908000
41,3218,889000
42,3218,871000
43,3218,853000
44,3218,836000
45,3218,820000
46,3218,805000
47,3218,790000
48,3218,775000
49,3218,761000
50,3218,748000
51,3218,735000
52,3218,722000
53,3218,710000
54,3218,699000
55,3218,688000
56,3218,677000
57,3218,666000
58,3218,656000
59,3218,646000
60,3218,637000
61,3218,627000
62,3218,618000
63,3218,610000
64,3218,601000
65,3218,593000
66,3218,585000
67,3218,577000
68,3218,570000
69,3218,563000
70,3218,556000
71,3218,549000
72,3218,542000
73,3218,535000
74,3218,529000
75,3218,523000
76,3218,517000
77,3218,511000
78,3218,505000
79,3218,500000
80,3218,494200
81,3218,488900
82,3218,483700
83,3218,478600
84,3218,473600
85,3218,468800
30,5000,1840000
31,5000,1791000
32,5000,1745000
33,5000,1701000
34,5000,1659000
35,5000,1620000
36,5000,1582000
37,5000,1546000
38,5000,1512000
39,5000,1479000
40,5000,1448000
41,5000,1418000
42,5000,1389000
43,5000,1361000
44,5000,1335000
45,5000,1310000
46,5000,1285000
47,5000,1262000
48,5000,1239000
49,5000,1218000
50,5000,1197000
51,5000,1176000
52,5000,1157000
53,5000,1138000
54,5000,1120000
55,5000,1102000
56,5000,1085000
57,5000,1069000
58,5000,1053000
59,5000,1037000
60,5000,1023000
61,5000,1008000
62,5000,994000
63,5000,980000
64,5000,967000
65,5000,954000
66,5000,942000
67,5000,929000
68,5000,918000
69,5000,906000
70,5000,895000
71,5000,884000
72,5000,873000
73,5000,863000
74,5000,853000
75,5000,843000
76,5000,834000
77,5000,824000
78,5000,815000
79,5000,806000
80,5000,797800
81,5000,789300
82,5000,781100
83,5000,773000
84,5000,765200
85,5000,757400
30,10000,3826000
31,10000,3723000
32,10000,3626000
33,10000,3534000
34,10000,3446000
35,10000,3363000
36,10000,3284000
37,10000,3209000
38,10000,3137000
39,10000,3069000
40,10000,3003000
41,10000,2941000
42,10000,2881000
43,10000,2824000
44,10000,2769000
45,10000,2716000
46,10000,2665000
47,10000,2616000
48,10000,2570000
49,10000,2524000
50,10000,2481000
51,10000,2439000
52,10000,2399000
53,10000,2360000
54,10000,2322000
55,10000,2286000
56,10000,2251000
57,10000,2217000
58,10000,2184000
59,10000,2152000
60,10000,2122000
61,10000,2092000
62,10000,2063000
63,10000,2035000
64,10000,2008000
65,10000,1981000
66,10000,1955000
67,10000,1931000
68,10000,1906000
69,10000,1883000
70,10000,1860000
71,10000,1838000
72,10000,1816000
73,10000,1795000
74,10000,1774000
75,10000,1754000
76,10000,1735000
77,10000,1716000
78,10000,1697000
79,10000,1679000
80,10000,1661200
81,10000,1644000
82,10000,1627000
83,10000,1611000
84,10000,1594000
85,10000,1579000
30,15000,5894000
31,15000,5736000
32,15000,5587000
33,15000,5445000
34,15000,5310000
35,15000,5182000
36,15000,5060000
37,15000,4944000
38,15000,4833000
39,15000,4727000
40,15000,4626000
41,15000,4529000
42,15000,4436000
43,15000,4347000
44,15000,4262000
45,15000,4180000
46,15000,4102000
47,15000,4026000
48,15000,3953000
49,15000,3884000
50,15000,3816000
51,15000,3751000
52,15000,3689000
53,15000,3628000
54,15000,3570000
55,15000,3513000
56,15000,3459000
57,15000,3406000
58,15000,3355000
59,15000,3306000
60,15000,3258000
61,15000,3212000
62,15000,3167000
63,15000,3123000
64,15000,3081000
65,15000,3040000
66,15000,3000000
67,15000,2962000
68,15000,2324000
69,15000,2888000
70,15000,2852000
71,15000,2818000
72,15000,2784000
73,15000,2751000
74,15000,2719000
75,15000,2688000
76,15000,2658000
77,15000,2629000
78,15000,2600000
79,15000,2572000
80,15000,2545000
81,15000,2518000
82,15000,2492000
83,15000,2466000
84,15000,2442000
85,15000,2417000
30,21097,8464000
31,21097,8241000
32,21097,8029000
33,21097,7827000
34,21097,7636000
35,21097,7453000
36,21097,7279000
37,21097,7114000
38,21097,6955000
39,21097,6804000
40,21097,6659000
41,21097,6520000
42,21097,6387000
43,21097,6260000
44,21097,6137000
45,21097,6020000
46,21097,5907000
47,21097,5798000
48,21097,5693000
49,21097,5592000
50,21097,5495000
51,21097,5402000
52,21097,5311000
53,21097,5224000
54,21097,5140000
55,21097,5058000
56,21097,4980000
57,21097,4903000
58,21097,4830000
59,21097,4758000
60,21097,4689000
61,21097,4622000
62,21097,4557000
63,21097,4494000
64,21097,4433000
65,21097,4373000
66,21097,4316000
67,21097,4260000
68,21097,4205000
69,21097,4152000
70,21097,4101000
71,21097,4051000
72,21097,4002000
73,21097,3954000
74,21097,3908000
75,21097,3863000
76,21097,3819000
77,21097,3776000
78,21097,3735000
79,21097,3694000
80,21097,3654000
81,21097,3615000
82,21097,3578000
83,21097,3541000
84,21097,3505000
85,21097,3470000
30,42195,17357000
31,42195,16917000
32,42195,16499000
33,42195,16102000
34,42195,15723000
35,42195,15363000
36,42195,15019000
37,42195,14690000
38,42195,14375000
39,42195,14074000
40,42195,13785000
41,42195,13509000
42,42195,13243000
43,42195,12988000
44,42195,12743000
45,42195,12506000
46,42195,12279000
47,42195,12060000
48,42195,11849000
49,42195,11646000
50,42195,11449000
51,42195,11259000
52,42195,11076000
53,42195,10899000
54,42195,10727000
55,42195,10561000
56,42195,10400000
57,42195,10245000
58,42195,10094000
59,42195,9947000
60,42195,9805000
61,42195,9668000
62,42195,9534000
63,42195,9404000
64,42195,9278000
65,42195,9155000
66,42195,9036000
67,42195,8920000
68,42195,8807000
69,42195,8697000
70,42195,8590000
71,42195,8486000
72,42195,8384000
73,42195,8285000
74,42195,8189000
75,42195,8095000
76,42195,8003000
77,42195,7914000
78,42195,7827000
79,42195,7742000
80,42195,7658000
81,42195,7577000
82,42195,7497000
83,42195,7420000
84,42195,7344000
85,42195,7270000
